scheme,dataset,size_bytes,p_sub,p_ins,p_del,replication,success_mean,success_std,success_ci95,byte_accuracy_mean,byte_accuracy_std,byte_accuracy_ci95,chunk_recovery_mean,chunk_recovery_std,chunk_recovery_ci95,effective_bits_per_base_mean,effective_bits_per_base_std,effective_bits_per_base_ci95,overhead_mean,overhead_std,overhead_ci95,trials
s1,random,20971,0.0,0.0,0.0,1,0.0,0.0,0.0,0.9114968289542701,0.02565477067146009,0.025141675258030887,0.9115853658536586,0.025629106123818055,0.025116524001341695,1.5248693709863985,0.042918606816735594,0.04206023468040088,1.1955080825902438,0.0,0.0,4
s1,random,20971,0.0,0.0001,0.0001,1,0.0,0.0,0.0,0.7988293357493682,0.03861125199736815,0.037839026957420786,0.8003048780487805,0.037048223848695466,0.03630725937172156,1.3389374177336364,0.061562408137296944,0.060331159974551005,1.1955080825902438,0.0,0.0,4
s1,random,20971,0.0,0.00025,0.00025,1,0.0,0.0,0.0,0.6770063420914597,0.03452677512342743,0.03383623962095888,0.6783536585365854,0.0324089811363861,0.03176080151365838,1.1351362131546407,0.054855540008529775,0.05375842920835918,1.1955080825902438,0.0,0.0,4
s1,random,20971,0.0,0.0005,0.0005,1,0.0,0.0,0.0,0.4865170950360021,0.013353893019549201,0.013086815159158218,0.48628048780487804,0.013520462089075286,0.01325005284729378,0.8139084998603965,0.02234011331921071,0.0218933110528265,1.1955080825902438,0.0,0.0,4
s1,random,20971,0.0,0.00075,0.00075,1,0.0,0.0,0.0,0.34918458824090415,0.06182872978218001,0.060592155186536406,0.34908536585365857,0.06165776956145331,0.06042461417022424,0.5841609828088229,0.10343506778844858,0.1013663664326796,1.1955080825902438,0.0,0.0,4
s1,random,20971,0.0,0.001,0.001,1,0.0,0.0,0.0,0.24567259548900863,0.042979235806709794,0.0421196510905756,0.24542682926829268,0.04293624019162115,0.04207751538778873,0.4109927805033704,0.07190120490626713,0.07046318080814179,1.1955080825902438,0.0,0.0,4
s1,random,20971,0.0002,0.0,0.0,1,0.0,0.0,0.0,0.7973034190072005,0.03096502679675196,0.03034572626081692,0.8048780487804879,0.027719881497938706,0.02716548386797993,1.3465956683020224,0.0458091951613969,0.04489301125816896,1.1955080825902438,0.0,0.0,4
s1,random,20971,0.0002,0.0001,0.0001,1,0.0,0.0,0.0,0.7255853321253161,0.026135424528124077,0.025612716037561593,0.725609756097561,0.025869760287312738,0.025352365081566484,1.213852658450002,0.043722706535781565,0.042848252405065936,1.1955080825902438,0.0,0.0,4
s1,random,20971,0.0002,0.00025,0.00025,1,0.0,0.0,0.0,0.6047875637785514,0.0544505025179946,0.05336149246763471,0.6097560975609757,0.05385220040443808,0.05277515639634932,1.0194248334729368,0.09018111689920337,0.08837749456121931,1.1955080825902438,0.0,0.0,4
s1,random,20971,0.0002,0.0005,0.0005,1,0.0,0.0,0.0,0.4282819131181155,0.03452537013334384,0.033834862730676964,0.4344512195121951,0.034983566012314025,0.034283894692067746,0.7266961828407323,0.05775848885695456,0.056603319079815466,1.1955080825902438,0.0,0.0,4
